fecha,estacion,comuna,mp25,estado_registro,nivel_calidad_aire,mes,dia_semana,mp25_dia_anterior,mp25_promedio_7d,nivel_calidad_aire_dia_siguiente
2024-08-25,Puente Alto,Puente Alto,22.0,validado,buena,8,6,30.0,25.71,buena
2024-08-26,Puente Alto,Puente Alto,19.0,validado,buena,8,0,22.0,23.14,regular
2024-08-27,Puente Alto,Puente Alto,26.0,validado,regular,8,1,19.0,21.14,regular
2024-08-28,Puente Alto,Puente Alto,27.0,validado,regular,8,2,26.0,20.71,buena
2024-08-29,Puente Alto,Puente Alto,21.0,validado,buena,8,3,27.0,21.0,buena
2024-08-30,Puente Alto,Puente Alto,16.0,validado,buena,8,4,21.0,22.71,regular
2024-08-31,Puente Alto,Puente Alto,35.0,validado,regular,8,5,16.0,23.0,regular
2024-09-01,Puente Alto,Puente Alto,29.0,validado,regular,9,6,35.0,23.71,buena
2024-09-02,Puente Alto,Puente Alto,14.0,validado,buena,9,0,29.0,24.71,buena
2024-09-03,Puente Alto,Puente Alto,17.0,validado,buena,9,1,14.0,24.0,buena
2024-09-04,Puente Alto,Puente Alto,21.0,validado,buena,9,2,17.0,22.71,buena
2024-09-05,Puente Alto,Puente Alto,21.0,validado,buena,9,3,21.0,21.86,regular
2024-09-06,Puente Alto,Puente Alto,26.0,validado,regular,9,4,21.0,21.86,buena
2024-09-07,Puente Alto,Puente Alto,22.0,validado,buena,9,5,26.0,23.29,regular
2024-09-08,Puente Alto,Puente Alto,30.0,validado,regular,9,6,22.0,21.43,buena
2024-09-09,Puente Alto,Puente Alto,25.0,validado,buena,9,0,30.0,21.57,buena
2024-09-10,Puente Alto,Puente Alto,13.0,validado,buena,9,1,25.0,23.14,buena
2024-09-11,Puente Alto,Puente Alto,16.0,validado,buena,9,2,13.0,22.57,buena
2024-09-12,Puente Alto,Puente Alto,18.0,validado,buena,9,3,16.0,21.86,buena
2024-09-13,Puente Alto,Puente Alto,20.0,validado,buena,9,4,18.0,21.43,buena
2024-09-14,Puente Alto,Puente Alto,25.0,validado,buena,9,5,20.0,20.57,buena
2024-09-15,Puente Alto,Puente Alto,13.0,validado,buena,9,6,25.0,21.0,buena
2024-09-16,Puente Alto,Puente Alto,16.0,validado,buena,9,0,13.0,18.57,buena
2024-09-17,Puente Alto,Puente Alto,23.0,validado,buena,9,1,16.0,17.29,buena
2024-09-18,Puente Alto,Puente Alto,23.0,validado,buena,9,2,23.0,18.71,buena
2024-09-19,Puente Alto,Puente Alto,8.0,validado,buena,9,3,23.0,19.71,buena
2024-09-20,Puente Alto,Puente Alto,24.0,validado,buena,9,4,8.0,18.29,buena
2024-09-21,Puente Alto,Puente Alto,24.0,validado,buena,9,5,24.0,18.86,buena
2024-09-22,Puente Alto,Puente Alto,9.0,validado,buena,9,6,24.0,18.71,buena
2024-09-23,Puente Alto,Puente Alto,9.0,validado,buena,9,0,9.0,18.14,buena
2024-09-24,Puente Alto,Puente Alto,16.0,validado,buena,9,1,9.0,17.14,buena
2024-09-25,Puente Alto,Puente Alto,15.0,validado,buena,9,2,16.0,16.14,buena
2024-09-26,Puente Alto,Puente Alto,17.0,validado,buena,9,3,15.0,15.0,buena
2024-09-27,Puente Alto,Puente Alto,21.0,validado,buena,9,4,17.0,16.29,buena
2024-09-28,Puente Alto,Puente Alto,20.0,validado,buena,9,5,21.0,15.86,buena
2024-09-29,Puente Alto,Puente Alto,14.0,validado,buena,9,6,20.0,15.29,buena
2024-09-30,Puente Alto,Puente Alto,12.0,validado,buena,9,0,14.0,16.0,buena
2024-10-01,Puente Alto,Puente Alto,9.0,validado,buena,10,1,12.0,16.43,buena
2024-10-02,Puente Alto,Puente Alto,13.0,validado,buena,10,2,9.0,15.43,buena
2024-10-03,Puente Alto,Puente Alto,16.0,validado,buena,10,3,13.0,15.14,buena
2024-10-04,Puente Alto,Puente Alto,16.0,validado,buena,10,4,16.0,15.0,buena
2024-10-05,Puente Alto,Puente Alto,15.0,validado,buena,10,5,16.0,14.29,buena
2024-10-06,Puente Alto,Puente Alto,16.0,validado,buena,10,6,15.0,13.57,buena
2024-10-07,Puente Alto,Puente Alto,15.0,validado,buena,10,0,16.0,13.86,buena
2024-10-08,Puente Alto,Puente Alto,8.0,validado,buena,10,1,15.0,14.29,buena
2024-10-09,Puente Alto,Puente Alto,17.0,validado,buena,10,2,8.0,14.14,buena
2024-10-10,Puente Alto,Puente Alto,17.0,validado,buena,10,3,17.0,14.71,buena
2024-10-11,Puente Alto,Puente Alto,17.0,validado,buena,10,4,17.0,14.86,buena
2024-10-12,Puente Alto,Puente Alto,23.0,validado,buena,10,5,17.0,15.0,buena
2024-10-13,Puente Alto,Puente Alto,18.0,validado,buena,10,6,23.0,16.14,buena
2024-10-14,Puente Alto,Puente Alto,15.0,validado,buena,10,0,18.0,16.43,buena
2024-10-15,Puente Alto,Puente Alto,15.0,validado,buena,10,1,15.0,16.43,buena
2024-10-16,Puente Alto,Puente Alto,12.0,validado,buena,10,2,15.0,17.43,buena
2024-10-17,Puente Alto,Puente Alto,17.0,validado,buena,10,3,12.0,16.71,buena
2024-10-18,Puente Alto,Puente Alto,18.0,validado,buena,10,4,17.0,16.71,buena
2024-10-19,Puente Alto,Puente Alto,17.0,validado,buena,10,5,18.0,16.86,buena
2024-10-20,Puente Alto,Puente Alto,5.0,validado,buena,10,6,17.0,16.0,buena
2024-10-21,Puente Alto,Puente Alto,9.0,validado,buena,10,0,5.0,14.14,buena
2024-10-22,Puente Alto,Puente Alto,10.0,validado,buena,10,1,9.0,13.29,buena
2024-10-23,Puente Alto,Puente Alto,9.0,validado,buena,10,2,10.0,12.57,buena
2024-10-24,Puente Alto,Puente Alto,13.0,validado,buena,10,3,9.0,12.14,buena
2024-10-25,Puente Alto,Puente Alto,13.0,validado,buena,10,4,13.0,11.57,buena
2024-10-26,Puente Alto,Puente Alto,18.0,validado,buena,10,5,13.0,10.86,buena
2024-10-27,Puente Alto,Puente Alto,16.0,validado,buena,10,6,18.0,11.0,buena
2024-10-28,Puente Alto,Puente Alto,15.0,validado,buena,10,0,16.0,12.57,buena
2024-10-29,Puente Alto,Puente Alto,15.0,validado,buena,10,1,15.0,13.43,buena
2024-10-30,Puente Alto,Puente Alto,14.0,validado,buena,10,2,15.0,14.14,buena
2024-10-31,Puente Alto,Puente Alto,15.0,validado,buena,10,3,14.0,14.86,buena
2024-11-01,Puente Alto,Puente Alto,11.0,validado,buena,11,4,15.0,15.14,buena
2024-11-02,Puente Alto,Puente Alto,11.0,validado,buena,11,5,11.0,14.86,buena
2024-11-03,Puente Alto,Puente Alto,9.0,validado,buena,11,6,11.0,13.86,buena
2024-11-04,Puente Alto,Puente Alto,9.0,validado,buena,11,0,9.0,12.86,buena
2024-11-05,Puente Alto,Puente Alto,11.0,validado,buena,11,1,9.0,12.0,buena
2024-11-06,Puente Alto,Puente Alto,12.0,validado,buena,11,2,11.0,11.43,buena
2024-11-07,Puente Alto,Puente Alto,14.0,validado,buena,11,3,12.0,11.14,buena
2024-11-08,Puente Alto,Puente Alto,14.0,validado,buena,11,4,14.0,11.0,buena
2024-11-09,Puente Alto,Puente Alto,12.0,validado,buena,11,5,14.0,11.43,buena
2024-11-10,Puente Alto,Puente Alto,9.0,validado,buena,11,6,12.0,11.57,buena
2024-11-11,Puente Alto,Puente Alto,8.0,validado,buena,11,0,9.0,11.57,buena
2024-11-12,Puente Alto,Puente Alto,8.0,validado,buena,11,1,8.0,11.43,buena
2024-11-13,Puente Alto,Puente Alto,12.0,validado,buena,11,2,8.0,11.0,buena
2024-11-14,Puente Alto,Puente Alto,18.0,validado,buena,11,3,12.0,11.0,buena
2024-11-15,Puente Alto,Puente Alto,15.0,validado,buena,11,4,18.0,11.57,buena
2024-11-16,Puente Alto,Puente Alto,15.0,validado,buena,11,5,15.0,11.71,buena
2024-11-17,Puente Alto,Puente Alto,13.0,validado,buena,11,6,15.0,12.14,buena
2024-11-18,Puente Alto,Puente Alto,11.0,validado,buena,11,0,13.0,12.71,buena
2024-11-19,Puente Alto,Puente Alto,14.0,validado,buena,11,1,11.0,13.14,buena
2024-11-20,Puente Alto,Puente Alto,14.0,validado,buena,11,2,14.0,14.0,buena
2024-11-21,Puente Alto,Puente Alto,13.0,validado,buena,11,3,14.0,14.29,buena
2024-11-22,Puente Alto,Puente Alto,10.0,validado,buena,11,4,13.0,13.57,buena
2024-11-23,Puente Alto,Puente Alto,10.0,validado,buena,11,5,10.0,12.86,buena
2024-11-24,Puente Alto,Puente Alto,9.0,validado,buena,11,6,10.0,12.14,buena
2024-11-25,Puente Alto,Puente Alto,10.0,validado,buena,11,0,9.0,11.57,buena
2024-11-26,Puente Alto,Puente Alto,10.0,validado,buena,11,1,10.0,11.43,buena
2024-11-27,Puente Alto,Puente Alto,9.0,validado,buena,11,2,10.0,10.86,buena
2024-11-28,Puente Alto,Puente Alto,10.0,validado,buena,11,3,9.0,10.14,buena
2024-11-29,Puente Alto,Puente Alto,11.0,validado,buena,11,4,10.0,9.71,buena
2024-11-30,Puente Alto,Puente Alto,9.0,validado,buena,11,5,11.0,9.86,buena
2024-12-01,Puente Alto,Puente Alto,7.0,validado,buena,12,6,9.0,9.71,buena
2024-12-02,Puente Alto,Puente Alto,10.0,validado,buena,12,0,7.0,9.43,buena
2024-12-03,Puente Alto,Puente Alto,12.0,validado,buena,12,1,10.0,9.43,buena
2024-12-04,Puente Alto,Puente Alto,15.0,validado,buena,12,2,12.0,9.71,buena
2024-12-05,Puente Alto,Puente Alto,9.0,validado,buena,12,3,15.0,10.57,buena
2024-12-06,Puente Alto,Puente Alto,10.0,validado,buena,12,4,9.0,10.43,buena
2024-12-07,Puente Alto,Puente Alto,12.0,validado,buena,12,5,10.0,10.29,buena
2024-12-08,Puente Alto,Puente Alto,10.0,validado,buena,12,6,12.0,10.71,buena
2024-12-09,Puente Alto,Puente Alto,14.0,validado,buena,12,0,10.0,11.14,buena
2024-12-10,Puente Alto,Puente Alto,16.0,validado,buena,12,1,14.0,11.71,buena
2024-12-11,Puente Alto,Puente Alto,14.0,validado,buena,12,2,16.0,12.29,buena
2024-12-12,Puente Alto,Puente Alto,12.0,validado,buena,12,3,14.0,12.14,buena
2024-12-13,Puente Alto,Puente Alto,12.0,validado,buena,12,4,12.0,12.57,buena
2024-12-14,Puente Alto,Puente Alto,13.0,validado,buena,12,5,12.0,12.86,buena
2024-12-15,Puente Alto,Puente Alto,14.0,validado,buena,12,6,13.0,13.0,buena
2024-12-16,Puente Alto,Puente Alto,14.0,validado,buena,12,0,14.0,13.57,buena
2024-12-17,Puente Alto,Puente Alto,17.0,validado,buena,12,1,14.0,13.57,buena
2024-12-18,Puente Alto,Puente Alto,12.0,validado,buena,12,2,17.0,13.71,buena
2024-12-19,Puente Alto,Puente Alto,15.0,validado,buena,12,3,12.0,13.43,buena
2024-12-20,Puente Alto,Puente Alto,19.0,validado,buena,12,4,15.0,13.86,buena
2024-12-21,Puente Alto,Puente Alto,20.0,validado,buena,12,5,19.0,14.86,buena
2024-12-22,Puente Alto,Puente Alto,18.0,validado,buena,12,6,20.0,15.86,buena
2024-12-23,Puente Alto,Puente Alto,15.0,validado,buena,12,0,18.0,16.43,buena
2024-12-24,Puente Alto,Puente Alto,15.0,validado,buena,12,1,15.0,16.57,buena
2024-12-25,Puente Alto,Puente Alto,13.0,validado,buena,12,2,15.0,16.29,buena
2024-12-26,Puente Alto,Puente Alto,12.0,validado,buena,12,3,13.0,16.43,buena
2024-12-27,Puente Alto,Puente Alto,13.0,validado,buena,12,4,12.0,16.0,buena
2024-12-28,Puente Alto,Puente Alto,12.0,validado,buena,12,5,13.0,15.14,buena
2024-12-29,Puente Alto,Puente Alto,12.0,validado,buena,12,6,12.0,14.0,buena
2024-12-30,Puente Alto,Puente Alto,15.0,validado,buena,12,0,12.0,13.14,buena
2024-12-31,Puente Alto,Puente Alto,12.0,validado,buena,12,1,15.0,13.14,buena
2025-01-01,Puente Alto,Puente Alto,15.0,validado,buena,1,2,12.0,12.71,buena
2025-01-02,Puente Alto,Puente Alto,10.0,validado,buena,1,3,15.0,13.0,buena
2025-01-03,Puente Alto,Puente Alto,14.0,validado,buena,1,4,10.0,12.71,buena
2025-01-04,Puente Alto,Puente Alto,14.0,validado,buena,1,5,14.0,12.86,buena
2025-01-05,Puente Alto,Puente Alto,15.0,validado,buena,1,6,14.0,13.14,buena
2025-01-06,Puente Alto,Puente Alto,13.0,validado,buena,1,0,15.0,13.57,buena
2025-01-07,Puente Alto,Puente Alto,12.0,validado,buena,1,1,13.0,13.29,buena
2025-01-08,Puente Alto,Puente Alto,11.0,validado,buena,1,2,12.0,13.29,buena
2025-01-09,Puente Alto,Puente Alto,11.0,validado,buena,1,3,11.0,12.71,buena
2025-01-10,Puente Alto,Puente Alto,12.0,validado,buena,1,4,11.0,12.86,buena
2025-01-11,Puente Alto,Puente Alto,12.0,validado,buena,1,5,12.0,12.57,buena
2025-01-12,Puente Alto,Puente Alto,11.0,validado,buena,1,6,12.0,12.29,buena
2025-01-13,Puente Alto,Puente Alto,13.0,validado,buena,1,0,11.0,11.71,buena
2025-01-14,Puente Alto,Puente Alto,12.0,validado,buena,1,1,13.0,11.71,buena
2025-01-15,Puente Alto,Puente Alto,11.0,validado,buena,1,2,12.0,11.71,buena
2025-01-16,Puente Alto,Puente Alto,7.0,validado,buena,1,3,11.0,11.71,buena
2025-01-17,Puente Alto,Puente Alto,9.0,validado,buena,1,4,7.0,11.14,buena
2025-01-18,Puente Alto,Puente Alto,12.0,validado,buena,1,5,9.0,10.71,buena
2025-01-19,Puente Alto,Puente Alto,9.0,validado,buena,1,6,12.0,10.71,buena
2025-01-20,Puente Alto,Puente Alto,15.0,validado,buena,1,0,9.0,10.43,buena
2025-01-21,Puente Alto,Puente Alto,15.0,validado,buena,1,1,15.0,10.71,buena
2025-01-22,Puente Alto,Puente Alto,10.0,validado,buena,1,2,15.0,11.14,buena
2025-01-23,Puente Alto,Puente Alto,10.0,validado,buena,1,3,10.0,11.0,buena
2025-01-24,Puente Alto,Puente Alto,13.0,validado,buena,1,4,10.0,11.43,buena
2025-01-25,Puente Alto,Puente Alto,15.0,validado,buena,1,5,13.0,12.0,buena
2025-01-26,Puente Alto,Puente Alto,18.0,validado,buena,1,6,15.0,12.43,buena
2025-01-27,Puente Alto,Puente Alto,12.0,validado,buena,1,0,18.0,13.71,buena
2025-01-28,Puente Alto,Puente Alto,11.0,validado,buena,1,1,12.0,13.29,buena
2025-01-29,Puente Alto,Puente Alto,13.0,validado,buena,1,2,11.0,12.71,buena
2025-01-30,Puente Alto,Puente Alto,16.0,validado,buena,1,3,13.0,13.14,buena
2025-01-31,Puente Alto,Puente Alto,14.0,validado,buena,1,4,16.0,14.0,buena
2025-02-01,Puente Alto,Puente Alto,12.0,validado,buena,2,5,14.0,14.14,buena
2025-02-02,Puente Alto,Puente Alto,12.0,validado,buena,2,6,12.0,13.71,buena
2025-02-03,Puente Alto,Puente Alto,12.0,validado,buena,2,0,12.0,12.86,buena
2025-02-04,Puente Alto,Puente Alto,10.0,validado,buena,2,1,12.0,12.86,buena
2025-02-05,Puente Alto,Puente Alto,10.0,validado,buena,2,2,10.0,12.71,buena
2025-02-06,Puente Alto,Puente Alto,11.0,validado,buena,2,3,10.0,12.29,buena
2025-02-07,Puente Alto,Puente Alto,16.0,validado,buena,2,4,11.0,11.57,buena
2025-02-08,Puente Alto,Puente Alto,21.0,validado,buena,2,5,16.0,11.86,buena
2025-02-09,Puente Alto,Puente Alto,16.0,validado,buena,2,6,21.0,13.14,buena
2025-02-10,Puente Alto,Puente Alto,15.0,validado,buena,2,0,16.0,13.71,buena
2025-02-11,Puente Alto,Puente Alto,16.0,validado,buena,2,1,15.0,14.14,buena
2025-02-12,Puente Alto,Puente Alto,16.0,validado,buena,2,2,16.0,15.0,buena
2025-02-13,Puente Alto,Puente Alto,19.0,validado,buena,2,3,16.0,15.86,buena
2025-02-14,Puente Alto,Puente Alto,14.0,validado,buena,2,4,19.0,17.0,buena
2025-02-15,Puente Alto,Puente Alto,10.0,validado,buena,2,5,14.0,16.71,buena
2025-02-16,Puente Alto,Puente Alto,12.0,validado,buena,2,6,10.0,15.14,buena
2025-02-17,Puente Alto,Puente Alto,12.0,validado,buena,2,0,12.0,14.57,buena
2025-02-18,Puente Alto,Puente Alto,14.0,validado,buena,2,1,12.0,14.14,buena
2025-02-19,Puente Alto,Puente Alto,15.0,validado,buena,2,2,14.0,13.86,buena
2025-02-20,Puente Alto,Puente Alto,15.0,validado,buena,2,3,15.0,13.71,buena
2025-02-21,Puente Alto,Puente Alto,14.0,validado,buena,2,4,15.0,13.14,buena
2025-02-22,Puente Alto,Puente Alto,15.0,validado,buena,2,5,14.0,13.14,buena
2025-02-23,Puente Alto,Puente Alto,13.0,validado,buena,2,6,15.0,13.86,buena
2025-02-24,Puente Alto,Puente Alto,12.0,validado,buena,2,0,13.0,14.0,buena
2025-02-26,Puente Alto,Puente Alto,14.0,validado,buena,2,2,12.0,14.0,buena
2025-02-27,Puente Alto,Puente Alto,15.0,validado,buena,2,3,14.0,14.0,buena
2025-02-28,Puente Alto,Puente Alto,11.0,validado,buena,2,4,15.0,14.0,buena
2025-03-01,Puente Alto,Puente Alto,10.0,validado,buena,3,5,11.0,13.43,buena
2025-03-02,Puente Alto,Puente Alto,9.0,validado,buena,3,6,10.0,12.86,buena
2025-03-03,Puente Alto,Puente Alto,10.0,validado,buena,3,0,9.0,12.0,buena
2025-03-04,Puente Alto,Puente Alto,12.0,validado,buena,3,1,10.0,11.57,buena
2025-03-05,Puente Alto,Puente Alto,11.0,validado,buena,3,2,12.0,11.57,buena
2025-03-06,Puente Alto,Puente Alto,11.0,validado,buena,3,3,11.0,11.14,buena
2025-03-07,Puente Alto,Puente Alto,11.0,validado,buena,3,4,11.0,10.57,buena
2025-03-08,Puente Alto,Puente Alto,14.0,validado,buena,3,5,11.0,10.57,buena
2025-03-09,Puente Alto,Puente Alto,12.0,validado,buena,3,6,14.0,11.14,buena
2025-03-10,Puente Alto,Puente Alto,15.0,validado,buena,3,0,12.0,11.57,buena
2025-03-11,Puente Alto,Puente Alto,14.0,validado,buena,3,1,15.0,12.29,buena
2025-03-12,Puente Alto,Puente Alto,16.0,validado,buena,3,2,14.0,12.57,buena
2025-03-13,Puente Alto,Puente Alto,17.0,validado,buena,3,3,16.0,13.29,buena
2025-03-14,Puente Alto,Puente Alto,18.0,validado,buena,3,4,17.0,14.14,buena
2025-03-15,Puente Alto,Puente Alto,19.0,validado,buena,3,5,18.0,15.14,buena
2025-03-16,Puente Alto,Puente Alto,19.0,validado,buena,3,6,19.0,15.86,buena
2025-03-21,Puente Alto,Puente Alto,15.0,validado,buena,3,4,19.0,16.86,buena
2025-03-22,Puente Alto,Puente Alto,12.0,validado,buena,3,5,15.0,16.86,buena
2025-03-23,Puente Alto,Puente Alto,15.0,validado,buena,3,6,12.0,16.57,buena
2025-03-24,Puente Alto,Puente Alto,16.0,validado,buena,3,0,15.0,16.43,buena
2025-03-25,Puente Alto,Puente Alto,15.0,validado,buena,3,1,16.0,16.29,buena
2025-03-26,Puente Alto,Puente Alto,19.0,validado,buena,3,2,15.0,15.86,buena
2025-03-27,Puente Alto,Puente Alto,21.0,validado,buena,3,3,19.0,15.86,regular
2025-03-28,Puente Alto,Puente Alto,27.0,validado,regular,3,4,21.0,16.14,buena
2025-03-29,Puente Alto,Puente Alto,19.0,validado,buena,3,5,27.0,17.86,buena
2025-03-30,Puente Alto,Puente Alto,9.0,validado,buena,3,6,19.0,18.86,buena
2025-03-31,Puente Alto,Puente Alto,14.0,validado,buena,3,0,9.0,18.0,buena
2025-04-01,Puente Alto,Puente Alto,24.0,validado,buena,4,1,14.0,17.71,buena
2025-04-02,Puente Alto,Puente Alto,15.0,validado,buena,4,2,24.0,19.0,buena
2025-04-03,Puente Alto,Puente Alto,13.0,validado,buena,4,3,15.0,18.43,buena
2025-04-04,Puente Alto,Puente Alto,19.0,validado,buena,4,4,13.0,17.29,buena
2025-04-05,Puente Alto,Puente Alto,21.0,validado,buena,4,5,19.0,16.14,buena
2025-04-06,Puente Alto,Puente Alto,17.0,validado,buena,4,6,21.0,16.43,buena
2025-04-07,Puente Alto,Puente Alto,17.0,validado,buena,4,0,17.0,17.57,buena
2025-04-08,Puente Alto,Puente Alto,17.0,validado,buena,4,1,17.0,18.0,regular
2025-04-09,Puente Alto,Puente Alto,28.0,validado,regular,4,2,17.0,17.0,regular
2025-04-10,Puente Alto,Puente Alto,26.0,validado,regular,4,3,28.0,18.86,buena
2025-04-11,Puente Alto,Puente Alto,16.0,validado,buena,4,4,26.0,20.71,buena
2025-04-12,Puente Alto,Puente Alto,20.0,validado,buena,4,5,16.0,20.29,buena
2025-04-13,Puente Alto,Puente Alto,18.0,validado,buena,4,6,20.0,20.14,buena
2025-04-14,Puente Alto,Puente Alto,17.0,validado,buena,4,0,18.0,20.29,buena
2025-04-15,Puente Alto,Puente Alto,15.0,validado,buena,4,1,17.0,20.29,buena
2025-04-16,Puente Alto,Puente Alto,17.0,validado,buena,4,2,15.0,20.0,buena
2025-04-17,Puente Alto,Puente Alto,25.0,validado,buena,4,3,17.0,18.43,buena
2025-04-18,Puente Alto,Puente Alto,23.0,validado,buena,4,4,25.0,18.29,buena
2025-04-19,Puente Alto,Puente Alto,23.0,validado,buena,4,5,23.0,19.29,buena
2025-04-20,Puente Alto,Puente Alto,23.0,validado,buena,4,6,23.0,19.71,buena
2025-04-21,Puente Alto,Puente Alto,20.0,validado,buena,4,0,23.0,20.43,buena
2025-04-22,Puente Alto,Puente Alto,21.0,validado,buena,4,1,20.0,20.86,buena
2025-04-23,Puente Alto,Puente Alto,23.0,validado,buena,4,2,21.0,21.71,buena
2025-04-24,Puente Alto,Puente Alto,17.0,validado,buena,4,3,23.0,22.57,buena
2025-04-25,Puente Alto,Puente Alto,15.0,validado,buena,4,4,17.0,21.43,buena
2025-04-26,Puente Alto,Puente Alto,23.0,validado,buena,4,5,15.0,20.29,buena
2025-04-27,Puente Alto,Puente Alto,23.0,validado,buena,4,6,23.0,20.29,buena
2025-04-28,Puente Alto,Puente Alto,22.0,validado,buena,4,0,23.0,20.29,regular
2025-04-29,Puente Alto,Puente Alto,29.0,validado,regular,4,1,22.0,20.57,regular
2025-04-30,Puente Alto,Puente Alto,32.0,validado,regular,4,2,29.0,21.71,regular
2025-05-01,Puente Alto,Puente Alto,43.0,validado,regular,5,3,32.0,23.0,regular
2025-05-02,Puente Alto,Puente Alto,34.0,validado,regular,5,4,43.0,26.71,regular
2025-05-03,Puente Alto,Puente Alto,32.0,validado,regular,5,5,34.0,29.43,buena
2025-05-04,Puente Alto,Puente Alto,20.0,validado,buena,5,6,32.0,30.71,regular
2025-05-05,Puente Alto,Puente Alto,28.0,validado,regular,5,0,20.0,30.29,mala
2025-05-06,Puente Alto,Puente Alto,61.0,validado,mala,5,1,28.0,31.14,regular
2025-05-07,Puente Alto,Puente Alto,50.0,validado,regular,5,2,61.0,35.71,buena
2025-05-08,Puente Alto,Puente Alto,10.0,validado,buena,5,3,50.0,38.29,buena
2025-05-09,Puente Alto,Puente Alto,17.0,validado,buena,5,4,10.0,33.57,regular
2025-05-10,Puente Alto,Puente Alto,33.0,validado,regular,5,5,17.0,31.14,regular
2025-05-11,Puente Alto,Puente Alto,34.0,validado,regular,5,6,33.0,31.29,regular
2025-05-12,Puente Alto,Puente Alto,41.0,validado,regular,5,0,34.0,33.29,mala
2025-05-13,Puente Alto,Puente Alto,55.0,validado,mala,5,1,41.0,35.14,regular
2025-05-14,Puente Alto,Puente Alto,47.0,validado,regular,5,2,55.0,34.29,regular
2025-05-15,Puente Alto,Puente Alto,43.0,validado,regular,5,3,47.0,33.86,regular
2025-05-16,Puente Alto,Puente Alto,50.0,validado,regular,5,4,43.0,38.57,regular
2025-05-17,Puente Alto,Puente Alto,40.0,validado,regular,5,5,50.0,43.29,regular
2025-05-18,Puente Alto,Puente Alto,41.0,validado,regular,5,6,40.0,44.29,buena
2025-05-19,Puente Alto,Puente Alto,15.0,validado,buena,5,0,41.0,45.29,buena
2025-05-20,Puente Alto,Puente Alto,25.0,validado,buena,5,1,15.0,41.57,regular
2025-05-21,Puente Alto,Puente Alto,30.0,validado,regular,5,2,25.0,37.29,regular
2025-05-22,Puente Alto,Puente Alto,38.0,validado,regular,5,3,30.0,34.86,regular
2025-05-23,Puente Alto,Puente Alto,49.0,validado,regular,5,4,38.0,34.14,regular
2025-05-24,Puente Alto,Puente Alto,40.0,validado,regular,5,5,49.0,34.0,buena
2025-05-25,Puente Alto,Puente Alto,23.0,validado,buena,5,6,40.0,34.0,buena
2025-05-26,Puente Alto,Puente Alto,15.0,validado,buena,5,0,23.0,31.43,buena
2025-05-27,Puente Alto,Puente Alto,16.0,validado,buena,5,1,15.0,31.43,regular
2025-05-28,Puente Alto,Puente Alto,29.0,validado,regular,5,2,16.0,30.14,regular
2025-05-29,Puente Alto,Puente Alto,34.0,validado,regular,5,3,29.0,30.0,regular
2025-05-30,Puente Alto,Puente Alto,30.0,validado,regular,5,4,34.0,29.43,regular
2025-05-31,Puente Alto,Puente Alto,41.0,validado,regular,5,5,30.0,26.71,regular
2025-06-01,Puente Alto,Puente Alto,41.0,validado,regular,6,6,41.0,26.86,regular
2025-06-02,Puente Alto,Puente Alto,46.0,validado,regular,6,0,41.0,29.43,mala
2025-06-03,Puente Alto,Puente Alto,54.0,validado,mala,6,1,46.0,33.86,mala
2025-06-04,Puente Alto,Puente Alto,56.0,validado,mala,6,2,54.0,39.29,mala
2025-06-05,Puente Alto,Puente Alto,59.0,validado,mala,6,3,56.0,43.14,mala
2025-06-06,Puente Alto,Puente Alto,55.0,validado,mala,6,4,59.0,46.71,regular
2025-06-09,Puente Alto,Puente Alto,45.0,validado,regular,6,0,55.0,50.29,regular
2025-06-10,Puente Alto,Puente Alto,29.0,validado,regular,6,1,45.0,50.86,regular
2025-06-11,Puente Alto,Puente Alto,30.0,validado,regular,6,2,29.0,49.14,buena
2025-06-12,Puente Alto,Puente Alto,13.0,validado,buena,6,3,30.0,46.86,buena
2025-06-13,Puente Alto,Puente Alto,19.0,validado,buena,6,4,13.0,41.0,buena
2025-06-14,Puente Alto,Puente Alto,24.0,validado,buena,6,5,19.0,35.71,buena
2025-06-15,Puente Alto,Puente Alto,21.0,validado,buena,6,6,24.0,30.71,buena
2025-06-16,Puente Alto,Puente Alto,5.0,validado,buena,6,0,21.0,25.86,buena
2025-06-17,Puente Alto,Puente Alto,17.0,validado,buena,6,1,5.0,20.14,regular
2025-06-18,Puente Alto,Puente Alto,27.0,validado,regular,6,2,17.0,18.43,regular
2025-06-19,Puente Alto,Puente Alto,37.0,validado,regular,6,3,27.0,18.0,regular
2025-06-20,Puente Alto,Puente Alto,38.0,validado,regular,6,4,37.0,21.43,regular
2025-06-21,Puente Alto,Puente Alto,38.0,validado,regular,6,5,38.0,24.14,buena
2025-06-22,Puente Alto,Puente Alto,15.0,validado,buena,6,6,38.0,26.14,regular
2025-06-23,Puente Alto,Puente Alto,31.0,validado,regular,6,0,15.0,25.29,regular
2025-06-24,Puente Alto,Puente Alto,35.0,validado,regular,6,1,31.0,29.0,regular
2025-06-25,Puente Alto,Puente Alto,34.0,validado,regular,6,2,35.0,31.57,regular
2025-06-26,Puente Alto,Puente Alto,43.0,validado,regular,6,3,34.0,32.57,regular
2025-06-27,Puente Alto,Puente Alto,40.0,validado,regular,6,4,43.0,33.43,mala
2025-06-28,Puente Alto,Puente Alto,56.0,validado,mala,6,5,40.0,33.71,regular
2025-06-29,Puente Alto,Puente Alto,38.0,validado,regular,6,6,56.0,36.29,regular
